6,163,0
14,179,15
8,159,15
33,152,30
21,190,30
25,156,45
43,177,45
15,178,60
62,162,75
19,148,90
76,195,105
68,173,105
67,166,120
15,154,135
91,173,135
45,175,165
6,192,165
52,183,180
17,160,180
52,180,195
10,143,225
44,166,225
51,173,240
23,149,240
19,158,255
140,176,270
60,165,285
70,158,285
8,163,300
25,164,300
64,186,315
23,183,330
23,143,345
33,174,360
34,157,360
19,181,375
10,178,390
9,163,405
28,154,405
15,162,420
5,185,435
17,147,435
62,123,450
27,160,450
18,174,465
44,159,480
40,189,480
7,181,510
18,162,525
47,192,525
27,182,540
14,177,540
28,170,555
33,170,555
9,168,570
65,191,570
36,159,585
82,170,585
52,146,600
35,185,600
32,181,615
50,148,615
5,164,630
9,183,630
46,183,645
67,177,645
4,155,660
17,167,690
21,160,705
7,174,705
5,156,720
8,167,720
50,187,735
98,175,750
19,162,780
73,166,795
17,164,795
96,169,810
16,177,825
24,170,825
42,168,840
56,162,840
22,147,855
50,180,855
33,175,870
31,162,900
44,150,915
70,187,930
70,170,930
11,175,945
11,188,960
42,161,975
74,169,975
51,158,990
43,160,990
33,162,1005
15,191,1020
33,157,1035
29,150,1050
52,190,1050
114,159,1065
6,152,1080
82,168,1080
37,180,1095
23,163,1110
43,145,1125
5,171,1125
107,168,1155
4,161,1155
34,170,1170
30,178,1185
34,188,1200
29,165,1215
23,181,1230
49,169,1230
40,182,1245
39,179,1245
33,148,1260
36,188,1275
33,165,1290
31,145,1290
49,202,5000
45,183,5000
36,162,5000
72,184,5015
71,176,5015
56,176,5030
46,167,5030
31,177,5030
67,171,5060
77,131,5060
24,181,5060
40,149,5075
37,179,5075
24,177,5090
81,190,5090
21,156,5090
35,189,5105
92,180,5105
25,174,5105
56,165,5120
34,152,5120
51,171,5120
77,179,5135
20,177,5135
29,180,5150
48,176,5150
6,168,5165
85,166,5165
10,178,5180
52,142,5180
19,174,5180
48,179,5195
79,193,5210
19,171,5225
39,162,5225
46,178,5240
18,176,5240
45,180,5255
13,145,5285
49,160,5300
38,165,5300
32,193,5300
18,159,5315
46,175,5315
59,169,5330
16,158,5330
33,149,5360
13,158,5375
71,181,5375
67,181,5375
44,190,5390
41,187,5390
55,175,5405
27,158,5405
7,187,5420
7,172,5420
23,153,5420
4,176,5435
53,179,5435
103,163,5435
60,174,5450
36,179,5450
40,175,5465
106,185,5465
31,166,5465
86,163,5480
109,168,5480
68,154,5480
4,186,5495
77,154,5495
51,175,5510
36,145,5510
63,165,5525
47,165,5525
76,189,5540
54,157,5555
41,171,5555
21,147,5570
74,187,5570
9,162,5585
45,165,5585
44,153,5600
8,156,5600
27,169,5615
73,163,5615
67,170,5615
31,168,5630
69,185,5630
55,160,5645
22,178,5645
21,171,5660
24,188,5675
12,154,5675
17,174,5675
46,157,5690
13,178,5705
40,132,5705
8,182,5705
16,162,5720
59,166,5720
11,175,5735
38,152,5735
48,172,5735
11,167,5750
89,176,5750
21,172,5780
14,167,5780
16,142,5795
84,172,5795
4,189,5795
68,179,5810
10,161,5810
11,188,5825
22,193,5825
14,119,5840
21,159,5840
22,163,5840
37,155,5855
67,148,5855
65,151,5870
78,143,5885
35,173,5900
31,176,5900
35,162,5915
35,176,5915
62,176,5930
33,144,5945
66,210,5945
45,151,5945
25,215,5960
46,168,5960
96,175,5975
25,171,5975
35,191,5990
36,168,5990
37,154,5990
44,134,6005
34,166,6005
9,176,6005
71,148,6020
25,185,6020
28,155,6020
293,380,2000
277,352,2000
268,364,2000
269,362,2000
312,360,2018
271,384,2018
293,376,2018
310,357,2018
333,372,2036
311,347,2036
237,365,2036
291,372,2054
314,383,2054
227,382,2054
247,359,2054
362,374,2072
334,345,2072
328,393,2072
256,357,2090
290,385,2090
330,373,2090
317,380,2090
351,387,2108
226,372,2108
240,375,2108
302,358,2108
328,369,2126
307,361,2126
389,388,2126
302,377,2126
382,371,2144
332,392,2144
302,381,2144
247,366,2162
289,364,2162
269,369,2162
315,367,2162
332,389,2180
289,356,2180
276,371,2180
291,379,2180
302,353,2198
348,347,2198
289,369,2198
359,370,2198
324,380,2216
314,376,2216
236,375,2234
334,344,2234
359,347,2234
330,367,2252
303,382,2252
351,377,2252
277,378,2252
352,380,2270
295,372,2270
307,373,2270
296,368,2288
311,358,2288
293,391,2288
311,357,2288
331,370,2306
380,364,2306
216,357,2324
230,384,2324
294,341,2324
332,365,2324
380,368,2342
309,358,2342
294,347,2342
315,366,2342
290,380,2360
284,382,2360
277,377,2360
268,390,2360
330,360,2378
343,375,2378
324,353,2378
342,376,2396
343,348,2396
327,368,2396
364,387,2396
318,353,2414
331,357,2414
295,379,2414
256,367,2432
236,365,2432
324,384,2432
308,378,2450
332,364,2450
308,370,2450
306,376,2468
328,357,2468
342,375,2486
292,370,2486
289,378,2486
309,366,2504
352,375,2504
247,385,2504
349,350,2504
286,343,2522
333,384,2522
257,385,2522
300,347,2522
301,390,2540
288,379,2540
332,376,2540
315,389,2558
275,379,2558
293,380,2558
266,354,2558
329,359,2576
276,375,2576
346,382,2576
236,378,2594
327,349,2594
325,381,2594
275,378,2594
331,350,2612
296,364,2612
271,370,2612
368,376,2630
229,374,2630
334,387,2630
317,31,1000
321,38,1000
341,34,1000
317,47,1000
346,39,1000
330,38,1018
331,45,1018
313,35,1018
382,36,1018
344,39,1018
333,53,1036
356,61,1036
305,32,1036
276,31,1036
354,69,1036
288,19,1036
344,24,1054
355,27,1054
361,30,1054
372,59,1054
387,23,1054
362,23,1054
349,41,1072
388,49,1072
334,35,1072
353,42,1072
392,65,1072
355,30,1072
376,41,1090
375,47,1090
368,44,1090
355,75,1090
331,28,1090
358,28,1090
349,47,1108
332,42,1108
342,44,1108
295,44,1108
348,49,1108
320,56,1108
357,45,1126
372,41,1126
326,54,1126
394,27,1126
346,33,1126
330,39,1126
370,44,1126
356,37,1144
370,28,1144
394,34,1144
331,11,1144
358,31,1144
391,41,1144
368,45,1144
376,38,1162
334,44,1162
342,60,1162
350,36,1162
274,23,1162
321,47,1162
362,66,1180
320,29,1180
328,37,1180
377,52,1180
318,44,1198
353,48,1198
353,46,1198
360,43,1198
390,27,1198
363,13,1216
303,50,1216
368,16,1216
393,51,1216
363,43,1216
366,26,1216
332,17,1234
331,47,1234
380,37,1234
338,56,1234
296,15,1234
332,42,1234
381,27,1234
346,42,1252
339,72,1252
324,27,1252
352,55,1252
340,39,1252
328,16,1270
387,38,1270
369,24,1270
354,64,1270
334,18,1270
369,51,1270
370,48,1270
321,46,1288
365,41,1288
353,57,1288
343,28,1288
275,30,1288
332,42,1288
354,29,1288
324,50,1306
340,32,1306
392,29,1306
331,48,1306
339,51,1306
354,33,1324
354,16,1324
333,72,1324
288,26,1324
355,25,1324
356,47,1324
378,50,1324
382,62,1342
374,9,1342
333,52,1342
348,33,1342
363,26,1342
387,33,1360
335,40,1360
362,49,1360
367,34,1360
348,30,1360
291,13,1360
377,33,1378
369,34,1378
360,39,1378
364,31,1378
368,49,1378
345,42,1378
315,30,1378
63,327,0
71,359,0
22,358,22
56,358,22
23,368,44
55,366,44
64,343,66
42,366,66
49,372,88
68,354,88
49,337,110
52,358,110
11,354,132
34,372,132
22,370,154
53,329,154
55,344,176
61,367,176
32,354,198
51,360,198
18,366,220
65,364,220
40,387,242
45,355,242
48,327,264
46,346,264
42,354,286
55,333,286
28,366,308
39,351,308
51,380,330
58,353,330
50,323,352
40,370,352
59,371,374
38,359,374
42,368,396
31,352,396
30,350,418
36,352,418
39,365,440
21,352,440
60,342,462
49,382,462
30,347,484
69,380,484
73,349,506
41,371,506
43,387,528
75,372,528
18,341,550
52,373,550
56,378,572
30,351,572
57,350,594
45,367,594
62,336,616
45,328,616
54,381,638
61,350,638
67,352,660
44,362,660
64,353,682
49,324,682
47,348,704
58,391,704
13,377,726
40,375,726
69,343,748
47,347,748
69,346,770
40,349,792
44,343,792
47,372,814
66,366,814
45,346,836
61,339,836
60,361,858
50,380,858
55,350,880
49,341,880
59,374,902
25,334,902
22,369,924
76,337,924
24,358,946
60,359,946
81,389,968
47,345,968
67,373,990
69,359,990
53,349,1012
32,326,1012
35,354,1034
85,389,1034
